"No.","Time","Source","Destination","Protocol","Length","srcport","dstport"
"21587","12:42:45.768225","192.168.1.102","115.203.201.228","UDP","1340","14786","54321"
"21588","12:42:45.789383","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21589","12:42:45.833295","192.168.1.102","115.203.201.228","UDP","1318","14786","54321"
"21590","12:42:45.869322","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"21591","12:42:45.875329","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21592","12:42:45.894392","192.168.1.102","115.203.201.228","UDP","1339","14786","54321"
"21593","12:42:45.960427","192.168.1.102","115.203.201.228","UDP","1318","14786","54321"
"21594","12:42:46.019507","192.168.1.102","115.203.201.228","UDP","1341","14786","54321"
"21595","12:42:46.026220","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21596","12:42:46.026221","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21597","12:42:46.029304","77.182.28.237","192.168.1.102","UDP","1480","55097","43759"
"21598","12:42:46.029417","192.168.1.102","77.182.28.237","UDP","62","43759","55097"
"21599","12:42:46.029557","192.168.1.102","77.182.28.237","UDP","1480","43759","55097"
"21600","12:42:46.075936","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"21601","12:42:46.076140","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21602","12:42:46.081507","192.168.1.102","115.203.201.228","UDP","796","14786","54321"
"21603","12:42:46.081585","192.168.1.102","61.159.70.106","UDP","607","14786","38696"
"21604","12:42:46.145910","192.168.1.102","61.159.70.106","UDP","1339","14786","38696"
"21605","12:42:46.173165","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21606","12:42:46.173165","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21607","12:42:46.208935","192.168.1.102","61.159.70.106","UDP","1318","14786","38696"
"21608","12:42:46.270829","192.168.1.102","113.140.11.1","ICMP","74","",""
"21609","12:42:46.271978","192.168.1.102","61.159.70.106","UDP","1339","14786","38696"
"21610","12:42:46.325168","113.140.11.1","192.168.1.102","ICMP","74","",""
"21611","12:42:46.330974","192.168.1.102","61.159.70.106","UDP","1318","14786","38696"
"21612","12:42:46.331041","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21613","12:42:46.331216","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21614","12:42:46.332999","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff0f:fa04","ICMPv6","86","",""
"21615","12:42:46.360019","192.168.1.102","36.63.110.41","UDP","81","14786","41984"
"21616","12:42:46.381122","192.168.1.102","221.228.103.15","UDP","44","25165","21687"
"21617","12:42:46.381241","192.168.1.102","222.70.9.247","UDP","44","25165","51296"
"21618","12:42:46.381298","192.168.1.102","60.48.43.202","UDP","44","25165","48813"
"21619","12:42:46.381351","192.168.1.102","81.214.189.229","eDonkey","44","25165","4672"
"21620","12:42:46.381403","192.168.1.102","60.166.108.226","UDP","44","25165","5151"
"21621","12:42:46.381453","192.168.1.102","222.212.5.78","UDP","44","25165","7122"
"21622","12:42:46.381504","192.168.1.102","60.51.126.85","eDonkey","44","25165","4672"
"21623","12:42:46.381553","192.168.1.102","125.124.47.253","UDP","44","25165","18239"
"21624","12:42:46.384077","77.182.28.237","192.168.1.102","UDP","553","55097","43759"
"21625","12:42:46.384078","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21626","12:42:46.384078","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21627","12:42:46.384183","192.168.1.102","77.182.28.237","UDP","493","43759","55097"
"21628","12:42:46.393089","192.168.1.102","61.159.70.106","UDP","1184","14786","38696"
"21629","12:42:46.442169","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21630","12:42:46.456133","192.168.1.102","61.159.70.106","UDP","1167","14786","38696"
"21631","12:42:46.466306","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21632","12:42:46.466307","61.159.70.106","192.168.1.102","UDP","141","38696","14786"
"21633","12:42:46.466307","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21634","12:42:46.466307","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21635","12:42:46.466308","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21636","12:42:46.466308","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21637","12:42:46.466308","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21638","12:42:46.466432","192.168.1.102","61.159.70.106","UDP","1377","14786","38696"
"21639","12:42:46.466494","192.168.1.102","61.159.70.106","UDP","89","14786","38696"
"21640","12:42:46.466525","192.168.1.102","61.159.70.106","UDP","188","14786","38696"
"21641","12:42:46.466554","192.168.1.102","61.159.70.106","UDP","1376","14786","38696"
"21642","12:42:46.466580","192.168.1.102","61.159.70.106","UDP","1482","14786","38696"
"21643","12:42:46.466605","192.168.1.102","61.159.70.106","UDP","1481","14786","38696"
"21644","12:42:46.466624","192.168.1.102","61.159.70.106","UDP","191","14786","38696"
"21645","12:42:46.466648","192.168.1.102","61.159.70.106","UDP","1376","14786","38696"
"21646","12:42:46.466673","192.168.1.102","61.159.70.106","UDP","1481","14786","38696"
"21647","12:42:46.466697","192.168.1.102","61.159.70.106","UDP","1482","14786","38696"
"21648","12:42:46.466717","192.168.1.102","61.159.70.106","UDP","478","14786","38696"
"21649","12:42:46.473074","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21650","12:42:46.518142","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21651","12:42:46.518143","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21652","12:42:46.746633","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21653","12:42:46.746633","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21654","12:42:46.746728","192.168.1.102","77.182.28.237","UDP","62","43759","55097"
"21655","12:42:46.746785","192.168.1.102","77.182.28.237","UDP","62","43759","55097"
"21656","12:42:46.746811","192.168.1.102","77.182.28.237","UDP","62","43759","55097"
"21657","12:42:46.893428","192.168.1.102","115.203.201.228","UDP","496","14786","54321"
"21658","12:42:46.924301","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21659","12:42:46.956468","192.168.1.102","115.203.201.228","UDP","1165","14786","54321"
"21660","12:42:47.021496","192.168.1.102","115.203.201.228","UDP","1184","14786","54321"
"21661","12:42:47.029108","115.203.201.228","192.168.1.102","UDP","141","54321","14786"
"21662","12:42:47.079544","192.168.1.102","115.203.201.228","UDP","89","14786","54321"
"21663","12:42:47.082579","192.168.1.102","115.203.201.228","UDP","1166","14786","54321"
"21664","12:42:47.133682","77.182.28.237","192.168.1.102","UDP","62","55097","43759"
"21665","12:42:47.145535","192.168.1.102","115.203.201.228","UDP","1182","14786","54321"
"21666","12:42:47.207652","192.168.1.102","115.203.201.228","UDP","1166","14786","54321"
"21667","12:42:47.234958","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21668","12:42:47.268640","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21669","12:42:47.268706","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21670","12:42:47.268725","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff0f:fa04","ICMPv6","86","",""
"21671","12:42:47.269690","192.168.1.102","115.203.201.228","UDP","1185","14786","54321"
"21672","12:42:47.283442","192.168.1.102","113.140.11.1","ICMP","74","",""
"21673","12:42:47.329349","113.140.11.1","192.168.1.102","ICMP","74","",""
"21674","12:42:47.332673","192.168.1.102","115.203.201.228","UDP","1166","14786","54321"
"21675","12:42:47.379998","192.168.1.102","60.20.173.43","UDP","44","25165","5152"
"21676","12:42:47.380107","192.168.1.102","125.77.173.119","UDP","44","25165","4675"
"21677","12:42:47.380162","192.168.1.102","82.81.104.8","UDP","44","25165","13854"
"21678","12:42:47.380203","192.168.1.102","201.217.165.184","UDP","44","25165","44709"
"21679","12:42:47.380250","192.168.1.102","88.224.214.13","UDP","44","25165","1100"
"21680","12:42:47.380300","192.168.1.102","222.131.240.133","UDP","44","25165","4675"
"21681","12:42:47.380347","192.168.1.102","213.250.61.78","eDonkey","44","25165","4672"
"21682","12:42:47.380399","192.168.1.102","125.229.7.112","eDonkey","69","25165","4672"
"21683","12:42:47.394782","192.168.1.102","115.203.201.228","UDP","1186","14786","54321"
"21684","12:42:47.455817","192.168.1.102","115.203.201.228","UDP","1166","14786","54321"
"21685","12:42:47.460359","60.20.173.43","192.168.1.102","ICMP","70","25165","5152"
"21686","12:42:47.487704","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21687","12:42:47.491964","192.168.1.102","123.151.71.34","UDP","180","53247","8000"
"21688","12:42:47.502036","192.168.1.102","183.36.108.223","TCP","66","52787","443"
"21689","12:42:47.518864","192.168.1.102","115.203.201.228","UDP","1185","14786","54321"
"21690","12:42:47.556935","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"21691","12:42:47.556936","123.151.71.34","192.168.1.102","UDP","106","8000","53247"
"21692","12:42:47.580843","192.168.1.102","115.203.201.228","UDP","1168","14786","54321"
"21693","12:42:47.598574","183.36.108.223","192.168.1.102","TCP","66","443","52787"
"21694","12:42:47.598633","192.168.1.102","183.36.108.223","TCP","54","52787","443"
"21695","12:42:47.598737","192.168.1.102","183.36.108.223","TCP","200","52787","443"
"21696","12:42:47.645956","192.168.1.102","115.203.201.228","UDP","1186","14786","54321"
"21697","12:42:47.647197","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21698","12:42:47.655220","183.36.108.223","192.168.1.102","TCP","54","443","52787"
"21699","12:42:47.655221","183.36.108.223","192.168.1.102","TCP","74","443","52787"
"21700","12:42:47.695935","192.168.1.102","183.36.108.223","TCP","54","52787","443"
"21701","12:42:47.707023","192.168.1.102","115.203.201.228","UDP","1168","14786","54321"
"21702","12:42:47.720635","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21703","12:42:47.769071","192.168.1.102","115.203.201.228","UDP","1185","14786","54321"
"21704","12:42:47.779952","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21705","12:42:47.791425","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"21706","12:42:47.799836","61.159.70.106","192.168.1.102","UDP","95","38696","14786"
"21707","12:42:47.831094","192.168.1.102","115.203.201.228","UDP","847","14786","54321"
"21708","12:42:47.834893","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21709","12:42:47.834894","61.159.70.106","192.168.1.102","UDP","142","38696","14786"
"21710","12:42:47.835189","61.159.70.106","192.168.1.102","UDP","95","38696","14786"
"21711","12:42:47.849536","61.159.70.106","192.168.1.102","UDP","143","38696","14786"
"21712","12:42:47.849536","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21713","12:42:47.849639","192.168.1.102","61.159.70.106","UDP","88","14786","38696"
"21714","12:42:47.849716","192.168.1.102","61.159.70.106","UDP","1482","14786","38696"
"21715","12:42:47.849747","192.168.1.102","61.159.70.106","UDP","448","14786","38696"
"21716","12:42:47.853812","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21717","12:42:47.853812","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21718","12:42:47.853813","61.159.70.106","192.168.1.102","UDP","198","38696","14786"
"21719","12:42:47.853926","192.168.1.102","61.159.70.106","UDP","1119","14786","38696"
"21720","12:42:47.853992","192.168.1.102","61.159.70.106","UDP","448","14786","38696"
"21721","12:42:47.854030","192.168.1.102","61.159.70.106","UDP","1120","14786","38696"
"21722","12:42:47.854062","192.168.1.102","61.159.70.106","UDP","1480","14786","38696"
"21723","12:42:47.854085","192.168.1.102","61.159.70.106","UDP","445","14786","38696"
"21724","12:42:47.854117","192.168.1.102","61.159.70.106","UDP","1119","14786","38696"
"21725","12:42:47.854142","192.168.1.102","61.159.70.106","UDP","653","14786","38696"
"21726","12:42:47.861064","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21727","12:42:47.893132","192.168.1.102","61.159.70.106","UDP","1185","14786","38696"
"21728","12:42:47.956197","192.168.1.102","61.159.70.106","UDP","1169","14786","38696"
"21729","12:42:47.961484","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21730","12:42:47.961485","115.203.201.228","192.168.1.102","UDP","142","54321","14786"
"21731","12:42:48.010223","192.168.1.102","115.203.201.228","UDP","88","14786","54321"
"21732","12:42:48.021222","192.168.1.102","61.159.70.106","UDP","1187","14786","38696"
"21733","12:42:48.060184","192.168.1.102","182.134.74.143","UDP","82","14786","16244"
"21734","12:42:48.060251","192.168.1.102","182.134.74.143","UDP","81","14786","12345"
"21735","12:42:48.083257","192.168.1.102","61.159.70.106","UDP","1168","14786","38696"
"21736","12:42:48.104816","182.134.74.143","192.168.1.102","ICMP","110","14786","16244"
"21737","12:42:48.144313","192.168.1.102","61.159.70.106","UDP","1184","14786","38696"
"21738","12:42:48.159285","192.168.1.102","113.69.46.174","UDP","80","14786","3129"
"21739","12:42:48.159339","192.168.1.102","113.69.46.174","UDP","80","14786","12345"
"21740","12:42:48.207373","192.168.1.102","61.159.70.106","UDP","1168","14786","38696"
"21741","12:42:48.253655","192.168.1.102","193.164.133.53","TCP","66","52788","443"
"21742","12:42:48.268331","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21743","12:42:48.268395","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21744","12:42:48.268414","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff0f:fa04","ICMPv6","86","",""
"21745","12:42:48.269398","192.168.1.102","61.159.70.106","UDP","1186","14786","38696"
"21746","12:42:48.271114","192.168.1.102","113.140.11.1","ICMP","74","",""
"21747","12:42:48.314681","113.140.11.1","192.168.1.102","ICMP","74","",""
"21748","12:42:48.331442","192.168.1.102","61.159.70.106","UDP","1168","14786","38696"
"21749","12:42:48.378601","192.168.1.102","172.142.231.238","UDP","44","25165","52041"
"21750","12:42:48.378697","192.168.1.102","203.67.89.111","eDonkey","44","25165","4672"
"21751","12:42:48.378754","192.168.1.102","222.185.121.134","eDonkey","44","25165","4672"
"21752","12:42:48.378808","192.168.1.102","83.187.52.130","eDonkey","44","25165","4672"
"21753","12:42:48.378859","192.168.1.102","189.155.62.82","UDP","44","25165","13271"
"21754","12:42:48.378913","192.168.1.102","81.235.180.116","UDP","44","25165","63212"
"21755","12:42:48.378968","192.168.1.102","212.13.48.235","eDonkey","69","25165","4672"
"21756","12:42:48.379017","192.168.1.102","201.67.173.55","eDonkey","44","25165","4672"
"21757","12:42:48.393474","192.168.1.102","61.159.70.106","UDP","1176","14786","38696"
"21758","12:42:48.459527","192.168.1.102","61.159.70.106","UDP","1159","14786","38696"
"21759","12:42:48.518580","192.168.1.102","61.159.70.106","UDP","1177","14786","38696"
"21760","12:42:48.528556","192.168.1.102","220.181.111.188","TCP","54","52784","443"
"21761","12:42:48.580580","192.168.1.102","61.159.70.106","UDP","1160","14786","38696"
"21762","12:42:48.618625","192.168.1.102","89.22.179.3","UDP","62","43759","61582"
"21763","12:42:48.645664","192.168.1.102","61.159.70.106","UDP","1175","14786","38696"
"21764","12:42:48.707700","192.168.1.102","183.36.108.223","TCP","54","52787","443"
"21765","12:42:48.707711","192.168.1.102","61.159.70.106","UDP","720","14786","38696"
"21766","12:42:48.768795","192.168.1.102","115.203.201.228","UDP","284","14786","54321"
"21767","12:42:48.787233","183.36.108.223","192.168.1.102","TCP","54","443","52787"
"21768","12:42:48.787269","192.168.1.102","183.36.108.223","TCP","54","52787","443"
"21769","12:42:48.794705","89.22.179.3","192.168.1.102","ICMP","70","43759","61582"
"21770","12:42:48.831835","192.168.1.102","115.203.201.228","UDP","1160","14786","54321"
"21771","12:42:48.894869","192.168.1.102","115.203.201.228","UDP","1174","14786","54321"
"21772","12:42:48.957853","192.168.1.102","115.203.201.228","UDP","1160","14786","54321"
"21773","12:42:48.990181","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21774","12:42:49.018986","192.168.1.102","115.203.201.228","UDP","1177","14786","54321"
"21775","12:42:49.081019","192.168.1.102","115.203.201.228","UDP","1158","14786","54321"
"21776","12:42:49.086511","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"21777","12:42:49.144074","192.168.1.102","115.203.201.228","UDP","1176","14786","54321"
"21778","12:42:49.175202","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21779","12:42:49.175203","61.159.70.106","192.168.1.102","UDP","197","38696","14786"
"21780","12:42:49.175301","192.168.1.102","61.159.70.106","UDP","1419","14786","38696"
"21781","12:42:49.175364","192.168.1.102","61.159.70.106","UDP","89","14786","38696"
"21782","12:42:49.206079","192.168.1.102","115.203.201.228","UDP","1159","14786","54321"
"21783","12:42:49.206825","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21784","12:42:49.269163","192.168.1.102","115.203.201.228","UDP","1177","14786","54321"
"21785","12:42:49.272857","192.168.1.102","113.140.11.1","ICMP","74","",""
"21786","12:42:49.326833","192.168.1.102","213.87.132.151","UDP","62","43759","59143"
"21787","12:42:49.327017","192.168.1.102","213.87.132.151","TCP","66","52790","59143"
"21788","12:42:49.329151","113.140.11.1","192.168.1.102","ICMP","74","",""
"21789","12:42:49.331122","192.168.1.102","115.203.201.228","UDP","1160","14786","54321"
"21790","12:42:49.331158","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21791","12:42:49.331187","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21792","12:42:49.354804","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21793","12:42:49.354805","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"21794","12:42:49.361211","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"21795","12:42:49.361211","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21796","12:42:49.361212","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"21797","12:42:49.380154","192.168.1.102","193.203.136.32","UDP","44","25165","6347"
"21798","12:42:49.380241","192.168.1.102","87.221.22.55","UDP","44","25165","2776"
"21799","12:42:49.380294","192.168.1.102","60.18.226.65","UDP","44","25165","6260"
"21800","12:42:49.380339","192.168.1.102","82.37.190.45","UDP","44","25165","4662"
"21801","12:42:49.380384","192.168.1.102","80.102.185.34","eDonkey","44","25165","4672"
"21802","12:42:49.380429","192.168.1.102","222.213.169.251","UDP","44","25165","6264"
"21803","12:42:49.380472","192.168.1.102","87.192.55.239","UDP","44","25165","5628"
"21804","12:42:49.380515","192.168.1.102","58.186.25.179","UDP","44","25165","4176"
"21805","12:42:49.394239","192.168.1.102","115.203.201.228","UDP","1341","14786","54321"
"21806","12:42:49.431676","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21807","12:42:49.456302","192.168.1.102","115.203.201.228","UDP","1324","14786","54321"
"21808","12:42:49.456904","60.18.226.65","192.168.1.102","ICMP","70","25165","6260"
"21809","12:42:49.499129","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21810","12:42:49.519325","192.168.1.102","115.203.201.228","UDP","1342","14786","54321"
"21811","12:42:49.551459","150.138.215.179","192.168.1.102","UDP","86","8000","14786"
"21812","12:42:49.551459","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21813","12:42:49.559336","192.168.1.102","119.136.185.28","UDP","81","14786","3027"
"21814","12:42:49.582350","192.168.1.102","115.203.201.228","UDP","1322","14786","54321"
"21815","12:42:49.645411","192.168.1.102","115.203.201.228","UDP","1344","14786","54321"
"21816","12:42:49.703820","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"21817","12:42:49.709393","192.168.1.102","115.203.201.228","UDP","349","14786","54321"
"21818","12:42:49.709472","192.168.1.102","61.159.70.106","UDP","1058","14786","38696"
"21819","12:42:49.769483","192.168.1.102","61.159.70.106","UDP","1341","14786","38696"
"21820","12:42:49.772287","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"21821","12:42:49.772288","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"21822","12:42:49.772288","87.221.22.55","192.168.1.102","ICMP","72","25165","2776"
"21823","12:42:49.806497","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21824","12:42:49.831597","192.168.1.102","61.159.70.106","UDP","1323","14786","38696"
"21825","12:42:49.845212","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"21826","12:42:49.893642","192.168.1.102","61.159.70.106","UDP","1342","14786","38696"
"21827","12:42:49.934660","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21828","12:42:49.956702","192.168.1.102","61.159.70.106","UDP","1321","14786","38696"
"21829","12:42:49.967266","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"21830","12:42:50.018736","192.168.1.102","61.159.70.106","UDP","1342","14786","38696"
"21831","12:42:50.083787","192.168.1.102","61.159.70.106","UDP","1323","14786","38696"
"21832","12:42:50.095998","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21833","12:42:50.143815","192.168.1.102","61.159.70.106","UDP","1343","14786","38696"
"21834","12:42:50.209809","192.168.1.102","61.159.70.106","UDP","1323","14786","38696"
"21835","12:42:50.254848","192.168.1.102","65.200.22.17","TCP","55","52461","443"
"21836","12:42:50.268854","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21837","12:42:50.268922","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21838","12:42:50.269060","192.168.1.102","61.159.70.106","UDP","1341","14786","38696"
"21839","12:42:50.271680","192.168.1.102","113.140.11.1","ICMP","74","",""
"21840","12:42:50.287320","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21841","12:42:50.312008","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"21842","12:42:50.317658","113.140.11.1","192.168.1.102","ICMP","74","",""
"21843","12:42:50.331883","192.168.1.102","61.159.70.106","UDP","1322","14786","38696"
"21844","12:42:50.379058","192.168.1.102","218.27.203.88","UDP","44","25165","6262"
"21845","12:42:50.379176","192.168.1.102","203.77.107.20","UDP","44","25165","7242"
"21846","12:42:50.379234","192.168.1.102","91.153.37.143","eDonkey","44","25165","4672"
"21847","12:42:50.379288","192.168.1.102","24.232.91.153","eDonkey","44","25165","4672"
"21848","12:42:50.379326","192.168.1.102","85.107.113.210","UDP","44","25165","4655"
"21849","12:42:50.379373","192.168.1.102","81.214.128.255","eDonkey","44","25165","4672"
"21850","12:42:50.379424","192.168.1.102","221.223.100.206","UDP","44","25165","5155"
"21851","12:42:50.379462","192.168.1.102","116.215.13.170","UDP","44","25165","5628"
"21852","12:42:50.394002","192.168.1.102","61.159.70.106","UDP","1343","14786","38696"
"21853","12:42:50.456036","192.168.1.102","61.159.70.106","UDP","1325","14786","38696"
"21854","12:42:50.520078","192.168.1.102","61.159.70.106","UDP","577","14786","38696"
"21855","12:42:50.520159","192.168.1.102","115.203.201.228","UDP","852","14786","54321"
"21856","12:42:50.583134","192.168.1.102","115.203.201.228","UDP","1322","14786","54321"
"21857","12:42:50.646163","192.168.1.102","115.203.201.228","UDP","1344","14786","54321"
"21858","12:42:50.680909","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"21859","12:42:50.709163","192.168.1.102","115.203.201.228","UDP","1323","14786","54321"
"21860","12:42:50.768229","192.168.1.102","115.203.201.228","UDP","1345","14786","54321"
"21861","12:42:50.772944","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"21862","12:42:50.773090","192.168.1.102","41.200.216.95","UDP","130","43759","54356"
"21863","12:42:50.814093","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21864","12:42:50.834364","192.168.1.102","115.203.201.228","UDP","1323","14786","54321"
"21865","12:42:50.881562","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21866","12:42:50.881562","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21867","12:42:50.893376","192.168.1.102","115.203.201.228","UDP","1345","14786","54321"
"21868","12:42:50.926701","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"21869","12:42:50.926812","192.168.1.102","61.159.70.106","UDP","1418","14786","38696"
"21870","12:42:50.929484","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"21871","12:42:50.959392","192.168.1.102","115.203.201.228","UDP","1323","14786","54321"
"21872","12:42:50.984883","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21873","12:42:51.019521","192.168.1.102","115.203.201.228","UDP","1344","14786","54321"
"21874","12:42:51.052019","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"21875","12:42:51.080537","192.168.1.102","115.203.201.228","UDP","1325","14786","54321"
"21876","12:42:51.093483","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"21877","12:42:51.129967","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"21878","12:42:51.129968","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21879","12:42:51.145863","192.168.1.102","115.203.201.228","UDP","1343","14786","54321"
"21880","12:42:51.183239","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"21881","12:42:51.183240","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"21882","12:42:51.189213","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"21883","12:42:51.208907","192.168.1.102","115.203.201.228","UDP","1322","14786","54321"
"21884","12:42:51.226208","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"21885","12:42:51.226270","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"21886","12:42:51.226309","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"21887","12:42:51.253925","192.168.1.102","193.164.133.53","TCP","66","52788","443"
"21888","12:42:51.268910","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff30:e290","ICMPv6","86","",""
"21889","12:42:51.268975","fe80::3d0a:5ebf:e84e:82ad","ff02::1:ff5f:3f92","ICMPv6","86","",""
"21890","12:42:51.271903","192.168.1.102","115.203.201.228","UDP","1344","14786","54321"
"21891","12:42:51.274709","192.168.1.102","113.140.11.1","ICMP","74","",""
"21892","12:42:51.302046","113.140.11.1","192.168.1.102","ICMP","74","",""
"21893","12:42:51.303120","192.168.1.102","72.174.131.13","UDP","145","43759","31965"
"21894","12:42:51.317190","192.168.1.102","177.5.187.11","TCP","66","52791","21492"
"21895","12:42:51.325434","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"21896","12:42:51.325435","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"21897","12:42:51.334010","192.168.1.102","115.203.201.228","UDP","773","14786","54321"
"21898","12:42:51.334090","192.168.1.102","61.159.70.106","UDP","633","14786","38696"
"21899","12:42:51.359996","192.168.1.102","36.63.110.41","UDP","83","14786","41984"
"21900","12:42:51.381134","192.168.1.102","83.130.38.179","eDonkey","44","25165","4672"
"21901","12:42:51.381265","192.168.1.102","87.221.15.2","eDonkey","44","25165","4672"
"21902","12:42:51.381322","192.168.1.102","123.155.132.252","UDP","44","25165","4677"
"21903","12:42:51.381374","192.168.1.102","87.206.97.239","UDP","44","25165","54"
"21904","12:42:51.381427","192.168.1.102","121.235.44.53","UDP","44","25165","6261"
"21905","12:42:51.381479","192.168.1.102","222.211.114.148","UDP","44","25165","5159"
"21906","12:42:51.381528","192.168.1.102","213.22.228.86","eDonkey","44","25165","4672"
"21907","12:42:51.395999","192.168.1.102","61.159.70.106","UDP","1416","14786","38696"
"21908","12:42:51.407998","192.168.1.102","220.181.111.188","TCP","54","52776","443"
"21909","12:42:51.458090","192.168.1.102","61.159.70.106","UDP","1392","14786","38696"
